Date,Hour,Daily Peak Probability
1/5/2008,13,0.041666666666666664
1/5/2008,14,0.041666666666666664
1/5/2008,15,0.041666666666666664
1/5/2008,16,0.041666666666666664
1/5/2008,17,0.041666666666666664
1/5/2008,18,0.041666666666666664
1/5/2008,19,0.1375
1/5/2008,20,0.0875
1/5/2008,21,0.125
1/5/2008,22,0.0125
1/5/2008,23,0.041666666666666664
1/5/2008,24,0.041666666666666664
1/6/2008,1,0.041666666666666664
1/6/2008,2,0.041666666666666664
1/6/2008,3,0.041666666666666664
1/6/2008,4,0.041666666666666664
1/6/2008,5,0.041666666666666664
1/6/2008,6,0.041666666666666664
1/6/2008,7,0.041666666666666664
1/6/2008,8,0.05
1/6/2008,9,0.4125
1/6/2008,10,0.1375
1/6/2008,11,0.025
1/6/2008,12,0.0125
1/6/2008,13,0.041666666666666664
1/6/2008,14,0.041666666666666664
1/6/2008,15,0.041666666666666664
1/6/2008,16,0.041666666666666664
1/6/2008,17,0.041666666666666664
1/6/2008,18,0.041666666666666664
1/6/2008,19,0.1375
1/6/2008,20,0.0875
1/6/2008,21,0.125
1/6/2008,22,0.0125
1/6/2008,23,0.041666666666666664
1/6/2008,24,0.041666666666666664
1/7/2008,1,0.041666666666666664
1/7/2008,2,0.041666666666666664
1/7/2008,3,0.041666666666666664
1/7/2008,4,0.041666666666666664
1/7/2008,5,0.041666666666666664
1/7/2008,6,0.041666666666666664
1/7/2008,7,0.08947368421052632
1/7/2008,8,0.5736842105263158
1/7/2008,9,0.015789473684210527
1/7/2008,10,0.041666666666666664
1/7/2008,11,0.005263157894736842
1/7/2008,12,0.005263157894736842
1/7/2008,13,0.041666666666666664
1/7/2008,14,0.041666666666666664
1/7/2008,15,0.041666666666666664
1/7/2008,16,0.041666666666666664
1/7/2008,17,0.041666666666666664
1/7/2008,18,0.041666666666666664
1/7/2008,19,0.1
1/7/2008,20,0.11578947368421053
1/7/2008,21,0.09473684210526316
1/7/2008,22,0.041666666666666664
1/7/2008,23,0.041666666666666664
1/7/2008,24,0.041666666666666664
1/8/2008,1,0.041666666666666664
1/8/2008,2,0.041666666666666664
1/8/2008,3,0.041666666666666664
1/8/2008,4,0.041666666666666664
1/8/2008,5,0.041666666666666664
1/8/2008,6,0.041666666666666664
1/8/2008,7,0.08947368421052632
1/8/2008,8,0.5736842105263158
1/8/2008,9,0.015789473684210527
1/8/2008,10,0.041666666666666664
1/8/2008,11,0.005263157894736842
1/8/2008,12,0.005263157894736842
1/8/2008,13,0.041666666666666664
1/8/2008,14,0.041666666666666664
1/8/2008,15,0.041666666666666664
1/8/2008,16,0.041666666666666664
1/8/2008,17,0.041666666666666664
1/8/2008,18,0.041666666666666664
1/8/2008,19,0.1
1/8/2008,20,0.11578947368421053
1/8/2008,21,0.09473684210526316
1/8/2008,22,0.041666666666666664
1/8/2008,23,0.041666666666666664
1/8/2008,24,0.041666666666666664
1/9/2008,1,0.041666666666666664
1/9/2008,2,0.041666666666666664
1/9/2008,3,0.041666666666666664
1/9/2008,4,0.041666666666666664
1/9/2008,5,0.041666666666666664
1/9/2008,6,0.041666666666666664
1/9/2008,7,0.08947368421052632
1/9/2008,8,0.5736842105263158
1/9/2008,9,0.015789473684210527
1/9/2008,10,0.041666666666666664
1/9/2008,11,0.005263157894736842
1/9/2008,12,0.005263157894736842
1/9/2008,13,0.041666666666666664
1/9/2008,14,0.041666666666666664
1/9/2008,15,0.041666666666666664
1/9/2008,16,0.041666666666666664
1/9/2008,17,0.041666666666666664
1/9/2008,18,0.041666666666666664
1/9/2008,19,0.1
1/9/2008,20,0.11578947368421053
1/9/2008,21,0.09473684210526316
1/9/2008,22,0.041666666666666664
1/9/2008,23,0.041666666666666664
1/9/2008,24,0.041666666666666664
1/10/2008,1,0.041666666666666664
1/10/2008,2,0.041666666666666664
1/10/2008,3,0.041666666666666664
1/10/2008,4,0.041666666666666664
1/10/2008,5,0.041666666666666664
1/10/2008,6,0.041666666666666664
1/10/2008,7,0.08947368421052632
1/10/2008,8,0.5736842105263158
1/10/2008,9,0.015789473684210527
1/10/2008,10,0.041666666666666664
1/10/2008,11,0.005263157894736842
1/10/2008,12,0.005263157894736842
1/10/2008,13,0.041666666666666664
1/10/2008,14,0.041666666666666664
1/10/2008,15,0.041666666666666664
1/10/2008,16,0.041666666666666664
1/10/2008,17,0.041666666666666664
1/10/2008,18,0.041666666666666664
1/10/2008,19,0.1
1/10/2008,20,0.11578947368421053
1/10/2008,21,0.09473684210526316
1/10/2008,22,0.041666666666666664
1/10/2008,23,0.041666666666666664
1/10/2008,24,0.041666666666666664
1/11/2008,1,0.041666666666666664
1/11/2008,2,0.041666666666666664
1/11/2008,3,0.041666666666666664
1/11/2008,4,0.041666666666666664
1/11/2008,5,0.041666666666666664
1/11/2008,6,0.041666666666666664
1/11/2008,7,0.08947368421052632
1/11/2008,8,0.5736842105263158
1/11/2008,9,0.015789473684210527
1/11/2008,10,0.041666666666666664
1/11/2008,11,0.005263157894736842
1/11/2008,12,0.005263157894736842
1/11/2008,13,0.041666666666666664
1/11/2008,14,0.041666666666666664
1/11/2008,15,0.041666666666666664
1/11/2008,16,0.041666666666666664
1/11/2008,17,0.041666666666666664
1/11/2008,18,0.041666666666666664
1/11/2008,19,0.1
1/11/2008,20,0.11578947368421053
1/11/2008,21,0.09473684210526316
1/11/2008,22,0.041666666666666664
1/11/2008,23,0.041666666666666664
1/11/2008,24,0.041666666666666664
1/12/2008,1,0.041666666666666664
1/12/2008,2,0.041666666666666664
1/12/2008,3,0.041666666666666664
1/12/2008,4,0.041666666666666664
1/12/2008,5,0.041666666666666664
1/12/2008,6,0.041666666666666664
1/12/2008,7,0.041666666666666664
1/12/2008,8,0.05
1/12/2008,9,0.4125
1/12/2008,10,0.1375
1/12/2008,11,0.025
1/12/2008,12,0.0125
1/12/2008,13,0.041666666666666664
1/12/2008,14,0.041666666666666664
1/12/2008,15,0.041666666666666664
1/12/2008,16,0.041666666666666664
1/12/2008,17,0.041666666666666664
1/12/2008,18,0.041666666666666664
1/12/2008,19,0.1375
1/12/2008,20,0.0875
1/12/2008,21,0.125
1/12/2008,22,0.0125
1/12/2008,23,0.041666666666666664
1/12/2008,24,0.041666666666666664
1/13/2008,1,0.041666666666666664
1/13/2008,2,0.041666666666666664
1/13/2008,3,0.041666666666666664
1/13/2008,4,0.041666666666666664
1/13/2008,5,0.041666666666666664
1/13/2008,6,0.041666666666666664
1/13/2008,7,0.041666666666666664
1/13/2008,8,0.05
1/13/2008,9,0.4125
1/13/2008,10,0.1375
1/13/2008,11,0.025
1/13/2008,12,0.0125
1/13/2008,13,0.041666666666666664
1/13/2008,14,0.041666666666666664
1/13/2008,15,0.041666666666666664
1/13/2008,16,0.041666666666666664
1/13/2008,17,0.041666666666666664
1/13/2008,18,0.041666666666666664
1/13/2008,19,0.1375
1/13/2008,20,0.0875
1/13/2008,21,0.125
1/13/2008,22,0.0125
1/13/2008,23,0.041666666666666664
1/13/2008,24,0.041666666666666664
1/14/2008,1,0.041666666666666664
1/14/2008,2,0.041666666666666664
1/14/2008,3,0.041666666666666664
1/14/2008,4,0.041666666666666664
1/14/2008,5,0.041666666666666664
1/14/2008,6,0.041666666666666664
1/14/2008,7,0.08947368421052632
1/14/2008,8,0.5736842105263158
1/14/2008,9,0.015789473684210527
1/14/2008,10,0.041666666666666664
1/14/2008,11,0.005263157894736842
1/14/2008,12,0.005263157894736842
1/14/2008,13,0.041666666666666664
1/14/2008,14,0.041666666666666664
1/14/2008,15,0.041666666666666664
1/14/2008,16,0.041666666666666664
1/14/2008,17,0.041666666666666664
1/14/2008,18,0.041666666666666664
1/14/2008,19,0.1
1/14/2008,20,0.11578947368421053
1/14/2008,21,0.09473684210526316
1/14/2008,22,0.041666666666666664
1/14/2008,23,0.041666666666666664
1/14/2008,24,0.041666666666666664
1/15/2008,1,0.041666666666666664
1/15/2008,2,0.041666666666666664
1/15/2008,3,0.041666666666666664
1/15/2008,4,0.041666666666666664
1/15/2008,5,0.041666666666666664
1/15/2008,6,0.041666666666666664
1/15/2008,7,0.08947368421052632
1/15/2008,8,0.5736842105263158
1/15/2008,9,0.015789473684210527
1/15/2008,10,0.041666666666666664
1/15/2008,11,0.005263157894736842
1/15/2008,12,0.005263157894736842
1/15/2008,13,0.041666666666666664
1/15/2008,14,0.041666666666666664
1/15/2008,15,0.041666666666666664
1/15/2008,16,0.041666666666666664
1/15/2008,17,0.041666666666666664
1/15/2008,18,0.041666666666666664
1/15/2008,19,0.1
1/15/2008,20,0.11578947368421053
1/15/2008,21,0.09473684210526316
1/15/2008,22,0.041666666666666664
1/15/2008,23,0.041666666666666664
1/15/2008,24,0.041666666666666664
1/16/2008,1,0.041666666666666664
1/16/2008,2,0.041666666666666664
1/16/2008,3,0.041666666666666664
1/16/2008,4,0.041666666666666664
1/16/2008,5,0.041666666666666664
1/16/2008,6,0.041666666666666664
1/16/2008,7,0.08947368421052632
1/16/2008,8,0.5736842105263158
1/16/2008,9,0.015789473684210527
1/16/2008,10,0.041666666666666664
1/16/2008,11,0.005263157894736842
1/16/2008,12,0.005263157894736842
1/16/2008,13,0.041666666666666664
1/16/2008,14,0.041666666666666664
1/16/2008,15,0.041666666666666664
1/16/2008,16,0.041666666666666664
1/16/2008,17,0.041666666666666664
1/16/2008,18,0.041666666666666664
1/16/2008,19,0.1
1/16/2008,20,0.11578947368421053
1/16/2008,21,0.09473684210526316
1/16/2008,22,0.041666666666666664
1/16/2008,23,0.041666666666666664
1/16/2008,24,0.041666666666666664
1/17/2008,1,0.041666666666666664
1/17/2008,2,0.041666666666666664
1/17/2008,3,0.041666666666666664
1/17/2008,4,0.041666666666666664
1/17/2008,5,0.041666666666666664
1/17/2008,6,0.041666666666666664
1/17/2008,7,0.08947368421052632
1/17/2008,8,0.5736842105263158
1/17/2008,9,0.015789473684210527
1/17/2008,10,0.041666666666666664
1/17/2008,11,0.005263157894736842
1/17/2008,12,0.005263157894736842
1/17/2008,13,0.041666666666666664
1/17/2008,14,0.041666666666666664
1/17/2008,15,0.041666666666666664
1/17/2008,16,0.041666666666666664
1/17/2008,17,0.041666666666666664
1/17/2008,18,0.041666666666666664
1/17/2008,19,0.1
1/17/2008,20,0.11578947368421053
1/17/2008,21,0.09473684210526316
1/17/2008,22,0.041666666666666664
1/17/2008,23,0.041666666666666664
1/17/2008,24,0.041666666666666664
1/18/2008,1,0.041666666666666664
1/18/2008,2,0.041666666666666664
1/18/2008,3,0.041666666666666664
1/18/2008,4,0.041666666666666664
1/18/2008,5,0.041666666666666664
1/18/2008,6,0.041666666666666664
1/18/2008,7,0.08947368421052632
1/18/2008,8,0.5736842105263158
1/18/2008,9,0.015789473684210527
1/18/2008,10,0.041666666666666664
1/18/2008,11,0.005263157894736842
1/18/2008,12,0.005263157894736842
1/18/2008,13,0.041666666666666664
1/18/2008,14,0.041666666666666664
1/18/2008,15,0.041666666666666664
1/18/2008,16,0.041666666666666664
1/18/2008,17,0.041666666666666664
1/18/2008,18,0.041666666666666664
1/18/2008,19,0.1
1/18/2008,20,0.11578947368421053
1/18/2008,21,0.09473684210526316
1/18/2008,22,0.041666666666666664
1/18/2008,23,0.041666666666666664
1/18/2008,24,0.041666666666666664
1/19/2008,1,0.041666666666666664
1/19/2008,2,0.041666666666666664
1/19/2008,3,0.041666666666666664
1/19/2008,4,0.041666666666666664
1/19/2008,5,0.041666666666666664
1/19/2008,6,0.041666666666666664
1/19/2008,7,0.041666666666666664
1/19/2008,8,0.05
1/19/2008,9,0.4125
1/19/2008,10,0.1375
1/19/2008,11,0.025
1/19/2008,12,0.0125
1/19/2008,13,0.041666666666666664
1/19/2008,14,0.041666666666666664
1/19/2008,15,0.041666666666666664
1/19/2008,16,0.041666666666666664
1/19/2008,17,0.041666666666666664
1/19/2008,18,0.041666666666666664
1/19/2008,19,0.1375
1/19/2008,20,0.0875
1/19/2008,21,0.125
1/19/2008,22,0.0125
1/19/2008,23,0.041666666666666664
1/19/2008,24,0.041666666666666664
1/20/2008,1,0.041666666666666664
1/20/2008,2,0.041666666666666664
1/20/2008,3,0.041666666666666664
1/20/2008,4,0.041666666666666664
1/20/2008,5,0.041666666666666664
1/20/2008,6,0.041666666666666664
1/20/2008,7,0.041666666666666664
1/20/2008,8,0.05
1/20/2008,9,0.4125
1/20/2008,10,0.1375
1/20/2008,11,0.025
1/20/2008,12,0.0125
1/20/2008,13,0.041666666666666664
1/20/2008,14,0.041666666666666664
1/20/2008,15,0.041666666666666664
1/20/2008,16,0.041666666666666664
1/20/2008,17,0.041666666666666664
1/20/2008,18,0.041666666666666664
1/20/2008,19,0.1375
1/20/2008,20,0.0875
1/20/2008,21,0.125
1/20/2008,22,0.0125
1/20/2008,23,0.041666666666666664
1/20/2008,24,0.041666666666666664
1/21/2008,1,0.041666666666666664
1/21/2008,2,0.041666666666666664
1/21/2008,3,0.041666666666666664
1/21/2008,4,0.041666666666666664
1/21/2008,5,0.041666666666666664
1/21/2008,6,0.041666666666666664
1/21/2008,7,0.08947368421052632
1/21/2008,8,0.5736842105263158
1/21/2008,9,0.015789473684210527
1/21/2008,10,0.041666666666666664
1/21/2008,11,0.005263157894736842
1/21/2008,12,0.005263157894736842
1/21/2008,13,0.041666666666666664
1/21/2008,14,0.041666666666666664
1/21/2008,15,0.041666666666666664
1/21/2008,16,0.041666666666666664
1/21/2008,17,0.041666666666666664
1/21/2008,18,0.041666666666666664
1/21/2008,19,0.1
1/21/2008,20,0.11578947368421053
1/21/2008,21,0.09473684210526316
1/21/2008,22,0.041666666666666664
1/21/2008,23,0.041666666666666664
1/21/2008,24,0.041666666666666664
1/22/2008,1,0.041666666666666664
1/22/2008,2,0.041666666666666664
1/22/2008,3,0.041666666666666664
1/22/2008,4,0.041666666666666664
1/22/2008,5,0.041666666666666664
1/22/2008,6,0.041666666666666664
1/22/2008,7,0.08947368421052632
1/22/2008,8,0.5736842105263158
1/22/2008,9,0.015789473684210527
1/22/2008,10,0.041666666666666664
1/22/2008,11,0.005263157894736842
1/22/2008,12,0.005263157894736842
1/22/2008,13,0.041666666666666664
1/22/2008,14,0.041666666666666664
1/22/2008,15,0.041666666666666664
1/22/2008,16,0.041666666666666664
1/22/2008,17,0.041666666666666664
1/22/2008,18,0.041666666666666664
1/22/2008,19,0.1
1/22/2008,20,0.11578947368421053
1/22/2008,21,0.09473684210526316
1/22/2008,22,0.041666666666666664
1/22/2008,23,0.041666666666666664
1/22/2008,24,0.041666666666666664
1/23/2008,1,0.041666666666666664
1/23/2008,2,0.041666666666666664
1/23/2008,3,0.041666666666666664
1/23/2008,4,0.041666666666666664
1/23/2008,5,0.041666666666666664
1/23/2008,6,0.041666666666666664
1/23/2008,7,0.08947368421052632
1/23/2008,8,0.5736842105263158
1/23/2008,9,0.015789473684210527
1/23/2008,10,0.041666666666666664
1/23/2008,11,0.005263157894736842
1/23/2008,12,0.005263157894736842
1/23/2008,13,0.041666666666666664
1/23/2008,14,0.041666666666666664
1/23/2008,15,0.041666666666666664
1/23/2008,16,0.041666666666666664
1/23/2008,17,0.041666666666666664
1/23/2008,18,0.041666666666666664
1/23/2008,19,0.1
1/23/2008,20,0.11578947368421053
1/23/2008,21,0.09473684210526316
1/23/2008,22,0.041666666666666664
1/23/2008,23,0.041666666666666664
1/23/2008,24,0.041666666666666664
1/24/2008,1,0.041666666666666664
1/24/2008,2,0.041666666666666664
1/24/2008,3,0.041666666666666664
1/24/2008,4,0.041666666666666664
1/24/2008,5,0.041666666666666664
1/24/2008,6,0.041666666666666664
1/24/2008,7,0.08947368421052632
1/24/2008,8,0.5736842105263158
1/24/2008,9,0.015789473684210527
1/24/2008,10,0.041666666666666664
1/24/2008,11,0.005263157894736842
1/24/2008,12,0.005263157894736842
1/24/2008,13,0.041666666666666664
1/24/2008,14,0.041666666666666664
1/24/2008,15,0.041666666666666664
1/24/2008,16,0.041666666666666664
1/24/2008,17,0.041666666666666664
1/24/2008,18,0.041666666666666664
1/24/2008,19,0.1
1/24/2008,20,0.11578947368421053
1/24/2008,21,0.09473684210526316
1/24/2008,22,0.041666666666666664
1/24/2008,23,0.041666666666666664
1/24/2008,24,0.041666666666666664
1/25/2008,1,0.041666666666666664
1/25/2008,2,0.041666666666666664
1/25/2008,3,0.041666666666666664
1/25/2008,4,0.041666666666666664
1/25/2008,5,0.041666666666666664
1/25/2008,6,0.041666666666666664
1/25/2008,7,0.08947368421052632
1/25/2008,8,0.5736842105263158
1/25/2008,9,0.015789473684210527
1/25/2008,10,0.041666666666666664
1/25/2008,11,0.005263157894736842
1/25/2008,12,0.005263157894736842
1/25/2008,13,0.041666666666666664
1/25/2008,14,0.041666666666666664
1/25/2008,15,0.041666666666666664
1/25/2008,16,0.041666666666666664
1/25/2008,17,0.041666666666666664
1/25/2008,18,0.041666666666666664
1/25/2008,19,0.1
1/25/2008,20,0.11578947368421053
1/25/2008,21,0.09473684210526316
1/25/2008,22,0.041666666666666664
1/25/2008,23,0.041666666666666664
1/25/2008,24,0.041666666666666664
1/26/2008,1,0.041666666666666664
1/26/2008,2,0.041666666666666664
1/26/2008,3,0.041666666666666664
1/26/2008,4,0.041666666666666664
1/26/2008,5,0.041666666666666664
1/26/2008,6,0.041666666666666664
1/26/2008,7,0.041666666666666664
1/26/2008,8,0.05
1/26/2008,9,0.4125
1/26/2008,10,0.1375
1/26/2008,11,0.025
1/26/2008,12,0.0125
1/26/2008,13,0.041666666666666664
1/26/2008,14,0.041666666666666664
1/26/2008,15,0.041666666666666664
1/26/2008,16,0.041666666666666664
1/26/2008,17,0.041666666666666664
1/26/2008,18,0.041666666666666664
1/26/2008,19,0.1375
1/26/2008,20,0.0875
1/26/2008,21,0.125
1/26/2008,22,0.0125
1/26/2008,23,0.041666666666666664
1/26/2008,24,0.041666666666666664
1/27/2008,1,0.041666666666666664
1/27/2008,2,0.041666666666666664
1/27/2008,3,0.041666666666666664
1/27/2008,4,0.041666666666666664
1/27/2008,5,0.041666666666666664
1/27/2008,6,0.041666666666666664
1/27/2008,7,0.041666666666666664
1/27/2008,8,0.05
1/27/2008,9,0.4125
1/27/2008,10,0.1375
1/27/2008,11,0.025
1/27/2008,12,0.0125
1/27/2008,13,0.041666666666666664
1/27/2008,14,0.041666666666666664
1/27/2008,15,0.041666666666666664
1/27/2008,16,0.041666666666666664
1/27/2008,17,0.041666666666666664
1/27/2008,18,0.041666666666666664
1/27/2008,19,0.1375
1/27/2008,20,0.0875
1/27/2008,21,0.125
1/27/2008,22,0.0125
1/27/2008,23,0.041666666666666664
1/27/2008,24,0.041666666666666664
1/28/2008,1,0.041666666666666664
1/28/2008,2,0.041666666666666664
1/28/2008,3,0.041666666666666664
1/28/2008,4,0.041666666666666664
1/28/2008,5,0.041666666666666664
1/28/2008,6,0.041666666666666664
1/28/2008,7,0.08947368421052632
1/28/2008,8,0.5736842105263158
1/28/2008,9,0.015789473684210527
1/28/2008,10,0.041666666666666664
1/28/2008,11,0.005263157894736842
1/28/2008,12,0.005263157894736842
1/28/2008,13,0.041666666666666664
1/28/2008,14,0.041666666666666664
1/28/2008,15,0.041666666666666664
1/28/2008,16,0.041666666666666664
1/28/2008,17,0.041666666666666664
1/28/2008,18,0.041666666666666664
1/28/2008,19,0.1
1/28/2008,20,0.11578947368421053
1/28/2008,21,0.09473684210526316
1/28/2008,22,0.041666666666666664
1/28/2008,23,0.041666666666666664
1/28/2008,24,0.041666666666666664
1/29/2008,1,0.041666666666666664
1/29/2008,2,0.041666666666666664
1/29/2008,3,0.041666666666666664
1/29/2008,4,0.041666666666666664
1/29/2008,5,0.041666666666666664
1/29/2008,6,0.041666666666666664
1/29/2008,7,0.08947368421052632
1/29/2008,8,0.5736842105263158
1/29/2008,9,0.015789473684210527
1/29/2008,10,0.041666666666666664
1/29/2008,11,0.005263157894736842
1/29/2008,12,0.005263157894736842
1/29/2008,13,0.041666666666666664
1/29/2008,14,0.041666666666666664
1/29/2008,15,0.041666666666666664
1/29/2008,16,0.041666666666666664
1/29/2008,17,0.041666666666666664
1/29/2008,18,0.041666666666666664
1/29/2008,19,0.1
1/29/2008,20,0.11578947368421053
1/29/2008,21,0.09473684210526316
1/29/2008,22,0.041666666666666664
1/29/2008,23,0.041666666666666664
1/29/2008,24,0.041666666666666664
1/30/2008,1,0.041666666666666664
1/30/2008,2,0.041666666666666664
1/30/2008,3,0.041666666666666664
1/30/2008,4,0.041666666666666664
1/30/2008,5,0.041666666666666664
1/30/2008,6,0.041666666666666664
1/30/2008,7,0.08947368421052632
1/30/2008,8,0.5736842105263158
1/30/2008,9,0.015789473684210527
1/30/2008,10,0.041666666666666664
1/30/2008,11,0.005263157894736842
1/30/2008,12,0.005263157894736842
1/30/2008,13,0.041666666666666664
1/30/2008,14,0.041666666666666664
1/30/2008,15,0.041666666666666664
1/30/2008,16,0.041666666666666664
1/30/2008,17,0.041666666666666664
1/30/2008,18,0.041666666666666664
1/30/2008,19,0.1
1/30/2008,20,0.11578947368421053
1/30/2008,21,0.09473684210526316
1/30/2008,22,0.041666666666666664
1/30/2008,23,0.041666666666666664
1/30/2008,24,0.041666666666666664
1/31/2008,1,0.041666666666666664
1/31/2008,2,0.041666666666666664
1/31/2008,3,0.041666666666666664
1/31/2008,4,0.041666666666666664
1/31/2008,5,0.041666666666666664
1/31/2008,6,0.041666666666666664
1/31/2008,7,0.08947368421052632
1/31/2008,8,0.5736842105263158
1/31/2008,9,0.015789473684210527
1/31/2008,10,0.041666666666666664
1/31/2008,11,0.005263157894736842
1/31/2008,12,0.005263157894736842
1/31/2008,13,0.041666666666666664
1/31/2008,14,0.041666666666666664
1/31/2008,15,0.041666666666666664
1/31/2008,16,0.041666666666666664
1/31/2008,17,0.041666666666666664
1/31/2008,18,0.041666666666666664
1/31/2008,19,0.1
1/31/2008,20,0.11578947368421053
1/31/2008,21,0.09473684210526316
1/31/2008,22,0.041666666666666664
1/31/2008,23,0.041666666666666664
1/31/2008,24,0.041666666666666664
2/1/2008,1,0.041666666666666664
2/1/2008,2,0.041666666666666664
2/1/2008,3,0.041666666666666664
2/1/2008,4,0.041666666666666664
2/1/2008,5,0.041666666666666664
2/1/2008,6,0.041666666666666664
2/1/2008,7,0.08947368421052632
2/1/2008,8,0.5736842105263158
2/1/2008,9,0.015789473684210527
2/1/2008,10,0.041666666666666664
2/1/2008,11,0.005263157894736842
2/1/2008,12,0.005263157894736842
2/1/2008,13,0.041666666666666664
2/1/2008,14,0.041666666666666664
2/1/2008,15,0.041666666666666664
2/1/2008,16,0.041666666666666664
2/1/2008,17,0.041666666666666664
2/1/2008,18,0.041666666666666664
2/1/2008,19,0.1
2/1/2008,20,0.11578947368421053
2/1/2008,21,0.09473684210526316
2/1/2008,22,0.041666666666666664
2/1/2008,23,0.041666666666666664
2/1/2008,24,0.041666666666666664
2/2/2008,1,0.041666666666666664
2/2/2008,2,0.041666666666666664
2/2/2008,3,0.041666666666666664
2/2/2008,4,0.041666666666666664
2/2/2008,5,0.041666666666666664
2/2/2008,6,0.041666666666666664
2/2/2008,7,0.041666666666666664
2/2/2008,8,0.05
2/2/2008,9,0.4125
2/2/2008,10,0.1375
2/2/2008,11,0.025
2/2/2008,12,0.0125
2/2/2008,13,0.041666666666666664
2/2/2008,14,0.041666666666666664
2/2/2008,15,0.041666666666666664
2/2/2008,16,0.041666666666666664
2/2/2008,17,0.041666666666666664
2/2/2008,18,0.041666666666666664
2/2/2008,19,0.1375
2/2/2008,20,0.0875
2/2/2008,21,0.125
2/2/2008,22,0.0125
2/2/2008,23,0.041666666666666664
2/2/2008,24,0.041666666666666664
2/3/2008,1,0.041666666666666664
2/3/2008,2,0.041666666666666664
2/3/2008,3,0.041666666666666664
2/3/2008,4,0.041666666666666664
2/3/2008,5,0.041666666666666664
2/3/2008,6,0.041666666666666664
2/3/2008,7,0.041666666666666664
2/3/2008,8,0.05
2/3/2008,9,0.4125
2/3/2008,10,0.1375
2/3/2008,11,0.025
